id,comment
01659-06,"@user 'No soporta opiniones opuestas a la suya' En ese caso vos tampoco, ¿cierto? Ya que yo estoy dando un comentario con respecto al principal, ni siquiera es con vos."
01659-07,"@user Un alrededor de 61,7% de mujeres sufrieron callejero en Costa Rica sólo en el 2015, según estudios de la UCR. Tampoco es tan díficil ¿sabés? Investigalo vos mismo, podés hacerlo en internet o con mujeres de tu al rededor, pregúntales, la mayoría han sido violentadas o acosadas. Y la mayoría de mujeres no denuncian el acoso callejero, ¿por qué? Porque no se les cree, se les piden pruebas que claramente no pueden dar, se les dice que al no ser golpeadas no hay daño importante, vos dirás si las estadísticas siempre tienen la razón."
01659-08,"@user ¿Cuando te pregunte las estadísticas hembrista de mier**?. Yo no tenía que buscar las estadísticas,si vas a hacer una afirmación antes tenes que comprobar que sea real"
01659-09,@user Yo no soporto opiniones ajenas a la mía SIN FUNDAMENTO.
01659-10,"@user JAJAJA, qué raro que tengás que usar el 'hembrista de mierda', simplemente te sentís ofendido y por eso pasás a los insultos, bastante patética la situación."
01659-11,@user Me das pena
01659-12,"@user Ni siquiera tenes argumentos para decirme que estoy equivocado,PATÉTICO"
01659-13,"@user Si te ponés a leer el comentario dirijido al que puso lo de la 'generación de cristal' podés ver que escribí 'no soportan que ya no puedan hacer comentarios misóginos sin que se les corrija'. Si tanto querés un argumento te lo explico rápido, lo que quise dar a entender con eso es que esa clase de personas cuando dicen algo por ejemplo, homófobo como 'Está bien si son gays, pero que vayan a hacer sus cosas en privado y no se estén exponiendo así.' , y una persona les da un argumento al respecto, refiriéndose a que son personas iguales a vos, con preferencias sexuales diferentes y que no están haciéndole daño a nadie, allí se ofenden, entonces ¿quiénes son verdaderamente los de 'cristal'? Muchas personas del colectivo LGBTQ+ las matan o se suicidan a causa de la homofobia, ya estamos en tiempo de ir entendiendo que hay 'chistes' o 'comentarios' que dañan a los demás. No es una generación de 'cristal'. Simplemente se defienden los derechos de todos. ¿Entendés ahora?"
01659-14,"@user ¿Y qué argumentos querés que te de, bro? Comentaste que alguna vez debatiendo con una feminista preguntaste acerca del acoso callejero y no supo darte estadísticas. Te las di, expliqué lo básico del tema y vos saltaste con insultos que no venían al tema. Es patético y penoso, realmente."
01659-15,@user ¿Solamente porque te insulte no me podes dar argumentos?. Mejor no debato con imbéciles
01659-16,"@user Insisto, bro. ¿De qué querés argumentos? Y si hablamos de imbéciles en un debate, empezaríamos con vos, puesto que en un debate ambas partes son lo suficientemente maduras para no ir con insultos como si fuera una pelea de niños pequeños."
01659-17,"@user Argumentos para decirme que esta no es la generación de los ofendidos, pero mejor no los leo porque solo estaría perdiendo el tiempo"
01659-18,@user Comenté argumentos al respecto en el comentario en respuesta a tu 'amigo'. Podés fijarte.
01659-19,@user En respuesta a ese argumento te voy a decir que es imposible no ofenderse ni ofender a nadie
1660,Alta coreo
1661,"Y la culpa no era mia 🎼 
Sino del chino que me comía 🎶 
El coronavirus lo tienes tu 🎶se"
01661-1,Jajajajaja
01661-2,"Me encanta los comentarios que parodian esta canción

Pd:decía ""canciller"" por el auto corrector"
1662,Alguien mas por el remix? 👁👄👁ena
1663,"soy el único que le molesta que digan ""el violador eres tú"" como si hablara de todos los hombres?"
01663-1,"""Y la culpa no era mía, ni dónde estaba ni cómo vestía, el violador eras tú"". ¿Te cuesta entender que toda esa frase va unida? Se refiere a que los violadores que se excusan en ""Es que ella me provocó con esa ropa"", ""Es que ella estaba en ese lugar a esas horas y no pude controlarme"". Si no sos violador, no te sientas aludido."
01663-2,"No hablan de todos los hombres, si escuchas la letra entenderas"
1664,"Los ideales de una verdadera mujer son 3 : belleza, familia y hogar"
01664-01,"los ideales de una verdadera mujer: vivir como se le cante la concha 

🥰_x2e1323b2_"
01664-02,@user ya pueden hacerlo desde hace tiempo en la mayoría de países.
01664-03,"@user No, no sos mujer, no sabés lo que es vivir siéndolo. Así que no opines de algo que no tenés puta idea, gracias. 🥰a"
01664-04,"@user ¿Me estás discriminando por ser hombre?y aún así, ni fuiste capaz de responder a lo que dije."
01664-05,@user ¿Dónde te estoy discriminando? Te estoy diciendo que si no sos mujer no tenés por qué opinar porque no sabés una mierda de lo que vivimos. Es como que un blanco se crea con el derecho a opinar (Y ENCIMA A NEGAR) de lo que sufren las personas afrodescendientes.
01664-06,"@user Me discriminas en la parte que dices ""no sos mujer, no sabés lo que es vivir siéndolo. Así que no opines""
y no intentes arreglarlo ahora diciendo ""no tenés por qué opinar"" dando entender que
puedo opinar pero no debería cuando arriba me pusiste que directamente no puedo, y, además, ¿El hecho de ser hombre me hace no poder tener compasión? y por ende como no soy mujer, si te violan o algo así no puedo consolarte porque ¿no entiendo por lo que has pasado?"
01664-07,"@user Estás negando una realidad de las mujeres, AFIRMANDO que ya tenemos todo lo que deberíamos tener. Sos hombre, podés tener empatía desde tu lugar privilegiado y usarlo para ayudar al feminismo. Opinar podés lamentablemente no puedo detenerte, pero no deberías pues si no vivís la realidad de las mujeres día a día no tenés ni un mínimo lo que sufrimos. No te discrimino, si sos hombre, me parece genial, usa tu lugar y ayuda a la lucha desde TU LUGAR. Pero no creas con el derecho de venir a negar nuestros reclamos, porque no sabes lo que vivimos."
01664-08,"@user Bajo esa lógica, tú no me puedes decir que hacer porque tú no eres hombre y no sabes por lo que podemos o no pasar, y además, creo que ya me perdí en la conversación, ¿En qué momento negué yo que a las mujeres las pudieran violar o algo así? y si hablamos de privilegios, las mujeres ""también"" los tienen, por ejemplo en las denuncias de ""violencia de género"" la razón desde el primer momento la tiene la mujer, con o sin pruebas, y no me digas eso de (Prefiero creerle a una posible víctima, que a un posible violador) por que no, en esos casos directamente no hay que creerle a nadie hasta que no se presenten las pruebas."
01664-09,"@user ¿Que no puedo decirte qué hacer porque no soy hombre y no sé lo que ustedes sufren? Qué-. ¿Vos lees lo que escribís? Vos estás opinando sobre el feminismo, creyéndote que sabes más que las propias feministas, yo estoy diciéndote que no podés opinar porque al no ser hombre, no sabes de primera mano lo que vivimos. ¿Puede un hombre empatizar con el feminismo? La respuesta es sí, pero solo eso. Vos estás diciendo que las mujeres podemos vivir como queremos en muchos países, y eso no es cierto, siempre y hasta el día de hoy debemos superar obstáculos desde que nacemos que ustedes como hombres nunca lo hicieron.

Sí pienso que las denuncias deban ponerse en duda, creo que si una mujer acusa falsamente a un hombre (o a una mujer) de un delito, debe cumplir la condena que merece. No coincido en eso con muchas feministas."
01664-10,"@user Parece que en algo coincidimos, por lo que pusiste al final, pero me gustaría saber que clase de obstáculos tenéis que pasar y los hombres no desde que nacéis por que dudo que con cinco años alguien te gritara desde lejos algo como ¡guapaaa! o algo así.
Por cierto, no, no puedo ""saber"" de primera mano lo que vivís, pero una mujer que no haya sido violada no puede empatizar DE PRIMERA MANO con una que ha sido violada debido a que ella no ha sido violada valga la redundancia, de hecho, creo bastante que la mayoría de feministas que van a las manifestaciones no han sufrido ningún evento traumatico del estilo."
01664-11,"@user Que no hayamos sufrido de primera mano una violación no significa que no vivamos con el miedo a sufrirla, que no hayamos tenido una amiga/familiar que haya sufrido una, o que nosotras no hayamos tenido una situación de abuso en donde pudimos haber sido violadas, todas tenemos una historia. 

Voy a poner ejemplos ""tontos"" pero que con situaciones vas a entenderme que los niños/hombres no pasan.

Desde el momento en que nacemos, al ser niñas, se nos imponen ciertos mensajes en nuestra cabeza, por ejemplo, al haber hombres en la casa o venir hombres de visita siempre mi madre me decía que me cubriera, que no usara shorts (UNA NIÑA) y que no me sentara encima de las piernas de ninguno. En ese tiempo no sabía por qué, pero simplemente lo aceptaba, mi madre me estaba cuidando de que quizá los hombres vieran a una niña con ojos sexuales.

Cuando vas creciendo, especialmente en la adolescencia comienzas a ver cómo los chicos comienzan a llamarte puta, si una mujer sale o tiene sexo con varios chicos, sos una puta sucia; en cambio, si eres un hombre que tiene sexo con muchas mujeres serás considerado un hombre afortunado y un ejemplo a seguir.

En el trabajo, siempre serás considerada inferior a los hombres. Un ejemplo, si un hombre asciende de puesto y se convierte en gerente, todos lo felicitarán y dirán que se esforzó. En cambio, si una mujer de repente sube de posición, casi siempre sueltan comentarios de que seguro se acostó con el jefe y he conocido a hombres que al considerarse superiores a la mujer no quieren recibir órdenes. 

Ustedes tampoco viven lo que es tener miedo de ser secuestrada en cada momento que salimos solas, ustedes pueden caminar libremente en la calle sin recibir acoso, ustedes pueden salir libremente sin tener miedo a no regresar. No digo que no tengan obstáculos, a ustedes también les implantan valores de mierda, pero me refiero a que por suerte no sufren cosas que nosotras sí."
01664-12,"@user Yo no dije que no pudierais tener miedo de sufrir una violación,si no que no pueden saber de primera mano como se siente.

Respecto al PRIMER ejemplo: es la cosa más rara que he oído,si sesupone que los ""hombres"" que vienen de visita son amigos tuyos, de tu novio o algo así ¿que hay que temer? más estando tú a su lado (hablando desde el lado de la madre)

SEGUNDO ejemplo: Los CHICOS adolescentes (mayoritariamente) son GILIPOLLAS y no comprenden el respeto como LAS adolescentes, totalmente de acuerdo con ese ejemplo, de hecho, tengo 14 años y suelo ver cosas del estilo muy frecuentemente. AUNQUE también hay que decir que aunque suelten barbaridades, la mayoría no se atrevería a tocarte con un palo.


TERCER ejemplo: como te dije, tengo 14 años y no puedo saber del todo si es cierto o no, aunque oí que eso suele ocurrir, y sinceramente, está feo, pero no es para tanto, seguro te lo dicen 2 o 3 veces y ya no lo dicen más, incluso puede que lo digan sin malas intenciones.

CUARTO EJEMPLO: ¡barbaridad! ¡a los hombres también los secuestran por dios! y más si son niños como yo."
1665,Las que se creen feministas no evolucionaron
01665-1,"Les decís evolución a las feminazis y te dicen ""que mierda es eso"""
01665-2,No son feministas son feminazis
1666,"El Feto en el vientre de la feminista diría algo así
Y la culpa no era mía, ni como estaba ni como crecía, la asesina eres tu"
01666-1,"JAJSJAJSJAJAJAAJ ¿Los fetos hablan en el vientre ahora? Me pregunto qué idioma, ese feto déjenlo nacer, es superdotado🤣r"
01666-2,JAJAJAJAJAJA pendejo
01666-3,@user claro si pudiera hablar
01666-4,Cigoto*
01666-5,Están buenas las parodias
1667,"Manga de pelotudos las feministas no son minas locas y mal cogidas cm uds dicen ,simplemente son mujeres que saben lo que valen ,lo que merecen y no cumplen y eso , los pone locos , machitos"
01667-1,"Las feministas son estúpidas que reclaman cosas que ya tienen, hembrita"
01667-2,"@user que pasó machito parece que te sentiste tocado? Cuando tengas que ir de por vida al psicólogo x los traumas que te dejaron en el mate los onvres hablas virgen , y te lo explico x si no entendes las onvres no tienen ningún tipo de respeto hacia las mujeres , y muchísimo menos tenemos los mismos privilegios , no te va a hacer mal informate un poquito"
01667-3,@λαβέιντι2No tener respeto? Vete a Argentina o a España por si quieres. El feminismo hoy en día ya no sirve
01667-4,@user 🥱😜)_x73c0000_
1668,"Himno, el Prusiano..."
1669,"Dicen no puedo de la risa
Hasta mujeres comentan cuando tal vez ellas seam violadas ahí van a decir no puedo de la risa vivimos en un mundo lleno de ignorancia"
01669-1,Vivimos en un mundo donde cada quien es feliz a su manera y si nos causa gracia su himno pues ni modo en los bares lo ponen en remix y todos bailan felices de la vida
01669-2,Obvio va a haber alguien que se va a ofender. Es imposible no ofender a nadie
01669-3,Y que tiene que ver? Ni que a todas las violaran wn
01669-4,"Alguna vez te han violado o crees que lo harán? Porque es muy improbable que suceda, y si es así está canción no te va a salvar. Yo soy feminista, y me molesta mucho como se torno el movimiento, cuando estás mujeres de izquierda solo oyen y ven lo que quieren, pero realmente no ayudan al fin original de lo que es el feminismo.

Se supone que esto era para buscar la igualdad entre hombre y mujer, pero cuando alguien menciona las injusticias del lado de los hombres poco o nulo caso hacen. Y en cuanto a las injusticias de las mujeres no dan soluciones concretas o basadas en hechos científicos y reales, forzando así a muchos partidos a seguirles el juego para ganar votos y aplicando leyes estúpidas para no perder votantes."
