id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
00384-002,"Además no repito esa serás tú qué repite lo que algunos hombres dicen que las que deberían reclamar son las de los países islámicos o del medio oriente como si ellas pudieran . Ya te dije no me gusta como los hombres sea de cualquier edad acosan y las mujeres regaladas o mal educadas que putean grátis solo para joderle la vida a algunos hombres. Que la infidelidad sea algo normal , son cosas que no están bien . A las mujeres se les respeta y punto al igual que a los hombres. Y tu nose dónde quedas en el medio seguro si eres una mal educada que dice que defender a los hombres violadores está bien :-[ porque no es todo hombre el que viola y no quieren comprender solo por joder . Deja de decirme algo que yo solo te dije que si apoyo al feminismo no lo que tú pensaste que ni comprendes lo que digo y solo insultas y si a todas las mujeres nos pasa lo mismo. Nos tratan como putas, ridículas y tontas.",además no repito esa serás tú qué repite lo que algunos hombres dicen que las que deberían reclamar son las de los países islámicos o del medio oriente como si ellas pudieran ya te dije no me gusta como los hombres sea de cualquier edad acosan y las mujeres regaladas o mal educadas que putean grátis solo para joderle la vida a algunos hombres que la infidelidad sea algo normal son cosas que no están bien a las mujeres se les respeta y punto al igual que a los hombres y tu nose dónde quedas en el medio seguro si eres una mal educada que dice que defender a los hombres violadores está bien porque no es todo hombre el que viola y no quieren comprender solo por joder deja de decirme algo que yo solo te dije que si apoyo al feminismo no lo que tú pensaste que ni comprendes lo que digo y solo insultas y si a todas las mujeres nos pasa lo mismo nos tratan como putas ridículas y tontas,además repito repite hombres dicen deberían reclamar países islámicos medio oriente si pudieran dije gusta hombres cualquier edad acosan mujeres regaladas mal educadas putean grátis solo joderle vida hombres infidelidad normal cosas bien mujeres respeta punto igual hombres nose dónde quedas medio seguro si mal educada dice defender hombres violadores bien hombre viola quieren comprender solo joder deja decirme solo dije si apoyo feminismo pensaste comprendes digo solo insultas si todas mujeres pasa mismo tratan putas ridículas tontas,Opinion about the video or content,yes
00384-003,"@user por tí soldado
A este punto no me la puedo tomar enserio .","@user por tí soldado
a este punto no me la puedo tomar enserio",@user tí soldado punto puedo tomar enserio,Personal exchange,no
00384-004,@user pero lo de moralista sin fundamentos no me dices nada ;3 ♥️,@user pero lo de moralista sin fundamentos no me dices nada tres,@user moralista fundamentos dices tres,Personal exchange,no
00384-005,@user Respondí a lo que me preguntaste ;3 -3-,@user respondí a lo que me preguntaste tres tres,@user respondí preguntaste tres tres,Personal exchange,no
00384-006,"@user  no entendí eso , pero para ofender no voy a entrar en tema . Porque ya se que habrá mucha ofensa hacia las mujeres y es por lo mismo que queremos cambiar lo que ya está formado como sociedad. Educar a hombres y mujeres sin estereotipos.",@user no entendí eso pero para ofender no voy a entrar en tema porque ya se que habrá mucha ofensa hacia las mujeres y es por lo mismo que queremos cambiar lo que ya está formado como sociedad educar a hombres y mujeres sin estereotipos,@user entendí ofender voy entrar tema mucha ofensa hacia mujeres mismo queremos cambiar formado sociedad educar hombres mujeres estereotipos,Opinion about the video or content,yes
00384-007,@user  okey lo que tú no apoyas es una marcha y de qué otra manera se puede demandar al estado o que te escuchen . Te molesta ver un cuerpo desnudo? Porque tanto prejuicio solo porque lo ven con morbo y eso debe cambiar. Ya basta de sexualizar todo.,@user okey lo que tú no apoyas es una marcha y de qué otra manera se puede demandar al estado o que te escuchen te molesta ver un cuerpo desnudo porque tanto prejuicio solo porque lo ven con morbo y eso debe cambiar ya basta de sexualizar todo,@user okey apoyas marcha manera puede demandar escuchen molesta ver cuerpo desnudo prejuicio solo ven morbo debe cambiar basta sexualizar,Opinion about the video or content,yes
00384-008,"@user Mira te doy un ejemplo minerva mirabal fue la primera mujer en entrar a una universidad en mi pais cuando mi pais pasaba por la tirania de rafael leonidas trujillo,ella se exforzo para conseguir su meta y lo consiguio y ademas luchaban contra el regimen trujillista eran mujeres luchadoras de verdad que querian no solo la liberacion de la mujer sino de todo el pais",@user mira te doy un ejemplo minerva mirabal fue la primera mujer en entrar a una universidad en mi pais cuando mi pais pasaba por la tirania de rafael leonidas trujilloella se exforzo para conseguir su meta y lo consiguio y ademas luchaban contra el regimen trujillista eran mujeres luchadoras de verdad que querian no solo la liberacion de la mujer sino de todo el pais,@user mira doy ejemplo minerva mirabal primera mujer entrar universidad pais pais pasaba tirania rafael leonidas trujilloella exforzo conseguir meta consiguio ademas luchaban regimen trujillista mujeres luchadoras verdad querian solo liberacion mujer sino pais,Opinion about the video or content,yes
00384-009,@user no mi pana yo seguire hasta el fin,@user no mi pana yo seguire hasta el fin,@user pana seguire fin,Personal exchange,no
00384-010,@user podemos hacer un srver de discord me esta cansando hablar por youtube o terminamos a discusion?,@user podemos hacer un srver de discord me esta cansando hablar por youtube o terminamos a discusion,@user podemos hacer srver discord cansando hablar youtube terminamos discusion,Personal exchange,no
00384-011,"@user  si para ti no es valorable que las mujeres se cansaron de callar y salieron a mostrar al mundo lo mal que hacen al maltratarla , violarlas y asesinarlas es tu opinión y la respeto , pero no te pongas a decir que no vale la pena porque no es así. Las personas deben abrir los ojos y darse cuenta de la educación que llevan y la desigualdad que hay.",@user si para ti no es valorable que las mujeres se cansaron de callar y salieron a mostrar al mundo lo mal que hacen al maltratarla violarlas y asesinarlas es tu opinión y la respeto pero no te pongas a decir que no vale la pena porque no es así las personas deben abrir los ojos y darse cuenta de la educación que llevan y la desigualdad que hay,@user si valorable mujeres cansaron callar salieron mostrar mundo mal hacen maltratarla violarlas asesinarlas opinión respeto pongas decir vale pena así personas deben abrir ojos darse cuenta educación llevan desigualdad,Opinion about the video or content,yes
00384-012,"@user  xd paso mi discord , esto es más interesante que mi clase on-line :v
Quiero ver cómo termina esta épica batalla","@user paso mi discord esto es más interesante que mi clase online v
quiero ver cómo termina esta épica batalla",@user paso discord interesante clase online quiero ver cómo termina épica batalla,Personal exchange,no
00384-013,"@user  no mira te digo solamente que esto no debería transformarse en un debate . El mensaje es no más violadores , leyes claras punto. Para nada quiero discutir.",@user no mira te digo solamente que esto no debería transformarse en un debate el mensaje es no más violadores leyes claras punto para nada quiero discutir,@user mira digo solamente debería transformarse debate mensaje violadores leyes claras punto quiero discutir,Opinion about the video or content,yes
00384-014,@user  Con honor hasta el final,@user con honor hasta el final,@user honor final,Personal exchange,no
00384-015,@user nah pasame tu id y te agrego y hablamos un rato si quieres,@user nah pasame tu id y te agrego y hablamos un rato si quieres,@user nah pasame id agrego hablamos rato si quieres,Personal exchange,no
00384-016,@user ya te mande solicitud,@user ya te mande solicitud,@user mande solicitud,Personal exchange,no
00384-017,"@user Lo que pasa es que hablan de violación tanto y con tan poca coherencia que parece un chiste, pero tú comprensión lectora no es muy efectiva que parece peor dah, mirá saco el tema de los países islámicos por que dónde si están mal las mujeres y es un insulto para ellas decir que están mal cuando ni cerca de estar mal, y hablas se la violencia intrafamiliar pero lo decís como si fuera único pero los hombres también las sufrimos nomás que no se dice nada pero que sabes vos. 
El dto lo hace bien","@user lo que pasa es que hablan de violación tanto y con tan poca coherencia que parece un chiste pero tú comprensión lectora no es muy efectiva que parece peor dah mirá saco el tema de los países islámicos por que dónde si están mal las mujeres y es un insulto para ellas decir que están mal cuando ni cerca de estar mal y hablas se la violencia intrafamiliar pero lo decís como si fuera único pero los hombres también las sufrimos nomás que no se dice nada pero que sabes vos 
el dto lo hace bien",@user pasa hablan violación tan poca coherencia parece chiste comprensión lectora efectiva parece peor dah mirá saco tema países islámicos dónde si mal mujeres insulto decir mal cerca mal hablas violencia intrafamiliar decís si único hombres sufrimos nomás dice sabes vos dto hace bien,Opinion about the video or content,yes
00384-018,"@user no dijiste nada puro blablabla blablabla no me transmite un carajo, pero si un hombre manosea de a gratis a una mujer hasta entre nosotros le hacemos quilombo, pero como a vos solo decí lo que te conviene bueno, y la crítica a como visten es por la educación que se le da de los padres no del gobierno, también resaltar que a mí mi vieja siempre me decía que si mi pareja vestía muy destapada era puta ME LO DIJO MI VIEJA NO MI VIEJO, además lo de hablar bien y formas de hablar son también consecuencias de la familia. 
El dto lo hace bien","@user no dijiste nada puro blablabla blablabla no me transmite un carajo pero si un hombre manosea de a gratis a una mujer hasta entre nosotros le hacemos quilombo pero como a vos solo decí lo que te conviene bueno y la crítica a como visten es por la educación que se le da de los padres no del gobierno también resaltar que a mí mi vieja siempre me decía que si mi pareja vestía muy destapada era puta me lo dijo mi vieja no mi viejo además lo de hablar bien y formas de hablar son también consecuencias de la familia 
el dto lo hace bien",@user dijiste puro blablabla blablabla transmite carajo si hombre manosea gratis mujer hacemos quilombo vos solo decí conviene bueno crítica visten educación da padres gobierno resaltar vieja siempre decía si pareja vestía destapada puta dijo vieja viejo además hablar bien formas hablar consecuencias familia dto hace bien,Opinion about the video or content,yes
00384-019,"@user pero ya te explique por que ha las mujeres y entre mujeres se dicen puta por acostarse con muchos hombres. 
El dto lo hace bien","@user pero ya te explique por que ha las mujeres y entre mujeres se dicen puta por acostarse con muchos hombres 
el dto lo hace bien",@user explique mujeres mujeres dicen puta acostarse hombres dto hace bien,Opinion about the video or content,yes
00384-020,"@user pero hasta una ortografía del orto podes tener peor dah.
El dto lo hace bien","@user pero hasta una ortografía del orto podes tener peor dah
el dto lo hace bien",@user ortografía orto podes tener peor dah dto hace bien,Personal exchange,no
00384-021,"@user no critico a las mujeres, pero si a las feminazis que dicen muchas incoherencias y cosas sacadas de contexto como vos, pero nunca dije que las sexualizen y ni son productos (cosa que los hombres también le pasa a los hombres pero hablas lo que te conviene) y que hay tantas incoherencias y cosas sin sentido el comentario de niña influenciada por si circulo de amigas, y yo no digo que no opinen, pero si van a opinar háganlo con coherencia y cosas sólidas no tonterías y cosas recortadas a la mitad aparte no estoy entiendo tu comentario por qué no entiendo tu puntuación mal hecha. 
El dto lo hace bien","@user no critico a las mujeres pero si a las feminazis que dicen muchas incoherencias y cosas sacadas de contexto como vos pero nunca dije que las sexualizen y ni son productos cosa que los hombres también le pasa a los hombres pero hablas lo que te conviene y que hay tantas incoherencias y cosas sin sentido el comentario de niña influenciada por si circulo de amigas y yo no digo que no opinen pero si van a opinar háganlo con coherencia y cosas sólidas no tonterías y cosas recortadas a la mitad aparte no estoy entiendo tu comentario por qué no entiendo tu puntuación mal hecha 
el dto lo hace bien",@user critico mujeres si feminazis dicen muchas incoherencias cosas sacadas contexto vos nunca dije sexualizen productos cosa hombres pasa hombres hablas conviene tantas incoherencias cosas comentario niña influenciada si circulo amigas digo opinen si van opinar háganlo coherencia cosas sólidas tonterías cosas recortadas mitad aparte entiendo comentario entiendo puntuación mal hecha dto hace bien,Opinion about the video or content,yes
