id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
1073,Oigan pendejas se dan cuenta de que exijen derechos superiores a los hombres si los machistas somos menor a ustedes eso quiere decir que ustedes no luchan por igualdad ustedes luchan por superioridad son unas imbéciles y pendejas además feminismo es una planta masculino,oigan pendejas se dan cuenta de que exijen derechos superiores a los hombres si los machistas somos menor a ustedes eso quiere decir que ustedes no luchan por igualdad ustedes luchan por superioridad son unas imbéciles y pendejas además feminismo es una planta masculino,Oigan pendejas dan cuenta exijen derechos superiores hombres machistas menor ustedes quiere decir ustedes luchan igualdad ustedes luchan superioridad imbéciles pendejas además feminismo planta masculino,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
1729,"*La canción va dedicada al padre de cada una de ellas, que puede ser cualquiera*",la canción va dedicada al padre de cada una de ellas que puede ser cualquiera,"*La canción va dedicada padre cada ellas, puede ser cualquiera*",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
1589,Yo opino que no está mal que hagan eso pero lo hombres también tienen derechos por que todos somos iguales,yo opino que no está mal que hagan eso pero lo hombres también tienen derechos por que todos somos iguales,Yo opino mal hagan hombres derechos iguales,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01812-17,"¿y quien aquí está siendo machista, racista, homofóbico o transofobico? Si tu manera de dar tu mensaje llama más la atención que el mensaje mismo, algo está mal",y quien aquí está siendo machista racista homofóbico o transofobico si tu manera de dar tu mensaje llama más la atención que el mensaje mismo algo está mal,"¿y siendo machista, racista, homofóbico transofobico? Si manera dar mensaje llama atención mensaje mismo, mal",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
01406-038,"@user privilegios no, si ves el noticiero siempre están hablando de maltratos a mujeres, por lo tanto igualdad y cero violencia si buscan, y eso no es pensar en privilegios",@user privilegios no si ves el noticiero siempre están hablando de maltratos a mujeres por lo tanto igualdad y cero violencia si buscan y eso no es pensar en privilegios,"@user privilegios no, ves noticiero siempre hablando maltratos mujeres, igualdad cero violencia buscan, pensar privilegios",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
02237-2,Vale puede que no sean casos aislados pero si los hombres que violaran a mujerer le gustaran los hombres esta claro que violarian a los hombres porque es el genero que les atraen y no te das cuenta que el feminismo no es un poco injusto desde que se creo,vale puede que no sean casos aislados pero si los hombres que violaran a mujerer le gustaran los hombres esta claro que violarian a los hombres porque es el genero que les atraen y no te das cuenta que el feminismo no es un poco injusto desde que se creo,Vale puede casos aislados hombres violaran mujerer gustaran hombres claro violarian hombres genero atraen das cuenta feminismo injusto creo,El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
00489-079,"@user Y que bien que reconoces que no buscan una superioridad y no generalizan a los hombres... Entonces deberías empezar por rechazar bajezas como esa bendita canción o arbitrariedades de los jueces que le dan lo gordo a las mujeres y lo flaco a los hombres, cosas no banales, sino muy concretas que todos los días suceden.",@user y que bien que reconoces que no buscan una superioridad y no generalizan a los hombres entonces deberías empezar por rechazar bajezas como esa bendita canción o arbitrariedades de los jueces que le dan lo gordo a las mujeres y lo flaco a los hombres cosas no banales sino muy concretas que todos los días suceden,"@user Y bien reconoces buscan superioridad generalizan hombres... Entonces deberías empezar rechazar bajezas bendita canción arbitrariedades jueces dan gordo mujeres flaco hombres, cosas banales, sino concretas días suceden.",El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
00491-46,"@user mi prima desapareció cuando subió a un colectivo que es un auto que te traslada en mi país . Ella no hacía nada malo , no creo que las violaciones se buscñsque es gente enferma , que se deja llevar por la cultura de hacer bromita machistas que de broma no tienen nada se llama abuso y punto. Se respeta a la mujer y que se les meta en la cabeza. Somos seres humanos no animales.",@user mi prima desapareció cuando subió a un colectivo que es un auto que te traslada en mi país ella no hacía nada malo no creo que las violaciones se buscñsque es gente enferma que se deja llevar por la cultura de hacer bromita machistas que de broma no tienen nada se llama abuso y punto se respeta a la mujer y que se les meta en la cabeza somos seres humanos no animales,"@user prima desapareció subió colectivo auto traslada país . Ella hacía malo , creo violaciones buscñsque gente enferma , deja llevar cultura hacer bromita machistas broma llama abuso punto. Se respeta mujer meta cabeza. Somos seres humanos animales.",El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
01735-15,@user se dice papulince no papulinche y que importa si le gusta gacha dices ser feminista buscan igualdad de genero pero no respetas a los demas solo tienes un objetivo y es que todos cumplas lo que quieres mientras exista algun hombre siempre habra alguien como tu quejandoce,@user se dice papulince no papulinche y que importa si le gusta gacha dices ser feminista buscan igualdad de genero pero no respetas a los demas solo tienes un objetivo y es que todos cumplas lo que quieres mientras exista algun hombre siempre habra alguien como tu quejandoce,@user dice papulince papulinche importa gusta gacha dices ser feminista buscan igualdad genero respetas demas solo objetivo cumplas quieres mientras exista algun hombre siempre habra alguien quejandoce,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01778-11,"@user No puedo tomarme enserio una loca que usa las palabras ( machista opresor ) Y que cree que Saliendo a las calles haciendo él ridiculo va poder parar la violencia. 😘

Ustedes dicen que están a favor de la mujer pero no la defienden desde él viendre de su madre. 😘 e","@user no puedo tomarme enserio una loca que usa las palabras machista opresor y que cree que saliendo a las calles haciendo él ridiculo va poder parar la violencia 

ustedes dicen que están a favor de la mujer pero no la defienden desde él viendre de su madre e",@user No puedo tomarme enserio loca usa palabras ( machista opresor ) Y cree Saliendo calles haciendo ridiculo va poder parar violencia. 😘 Ustedes dicen favor mujer defienden viendre madre. 😘,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01868-33,"@user jaaja si , lo acabas de describir , de hecho , yo agarro a las cucarachas , sin miedo , porque se que no me haran nada , pero cuando es una feminista actual prefiero mantener mi distancia por seguiridad y si quiero conservar mi vida social",@user jaaja si lo acabas de describir de hecho yo agarro a las cucarachas sin miedo porque se que no me haran nada pero cuando es una feminista actual prefiero mantener mi distancia por seguiridad y si quiero conservar mi vida social,"@user jaaja , acabas describir , hecho , agarro cucarachas , miedo , haran , feminista actual prefiero mantener distancia seguiridad quiero conservar vida social",El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
01895-17,"@user ok, que no salga con hombres dice, entonces q quiere, ¿que me vuelva lesbiana? Ah, ahora me aconseja cambiar orientación sexual, no y que las feministas no..... me controlan más las feministas que ""los machitos opresores""",@user ok que no salga con hombres dice entonces q quiere que me vuelva lesbiana ah ahora me aconseja cambiar orientación sexual no y que las feministas no me controlan más las feministas que los machitos opresores,"@user ok, salga hombres dice, entonces quiere, ¿que vuelva lesbiana? Ah, ahora aconseja cambiar orientación sexual, feministas no..... controlan feministas ""los machitos opresores""",El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
01743-01,"Si investigaras un poco sobre feminismo, sabrías que las feministas están en contra de cualquier tipo de violacion. Que condenan a los voladores sea cual sea su sexo. Por otro lado, si los hombres mismos se indignaran por las violaciones a su propio sexo, harían movimientos también pero no les interesa. Las feministas luchan por las mujeres, si quieren que alguien luche por los hombres, que hagan algo los hombres y no sólo esperen que le solucionen todo.",si investigaras un poco sobre feminismo sabrías que las feministas están en contra de cualquier tipo de violacion que condenan a los voladores sea cual sea su sexo por otro lado si los hombres mismos se indignaran por las violaciones a su propio sexo harían movimientos también pero no les interesa las feministas luchan por las mujeres si quieren que alguien luche por los hombres que hagan algo los hombres y no sólo esperen que le solucionen todo,"Si investigaras feminismo, sabrías feministas cualquier tipo violacion. Que condenan voladores sexo. Por lado, hombres mismos indignaran violaciones propio sexo, harían movimientos interesa. Las feministas luchan mujeres, quieren alguien luche hombres, hagan hombres sólo esperen solucionen todo.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01040-07,@user la mayoría de asesinatos a los hombres son causados por otros HOMBRES y a los hombres no los matan simplemente porque son hombres mientras tanto a las mujeres las matan por razones de género,@user la mayoría de asesinatos a los hombres son causados por otros hombres y a los hombres no los matan simplemente porque son hombres mientras tanto a las mujeres las matan por razones de género,@user mayoría asesinatos hombres causados HOMBRES hombres matan simplemente hombres mientras mujeres matan razones género,El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
02384-14,"@user nop, checa, hay casos de niñas de 9-10 años que fueron abusadas y quedaron embarazadas",@user nop checa hay casos de niñas de novecientos diez años que fueron abusadas y quedaron embarazadas,"@user nop, checa, casos niñas 9-10 años abusadas quedaron embarazadas",El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
01856-07,"@user si claro,solo nos matan a puñetazos si nos chocamos por accidentalmente con una de ellas",@user si clarosolo nos matan a puñetazos si nos chocamos por accidentalmente con una de ellas,"@user claro,solo matan puñetazos chocamos accidentalmente",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
1927,Hay dios mio 😂😂😂_x7b3cfed__x0001__x40000000_,hay dios mio xsietebtrescfedxunoxcuarenta,Hay dios 😂😂😂_x7b3cfed__x0001__x40000000_,El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
01297-15,"
Primero estoy segundo de lo que soy 
Segundo que carajos tiene que ver? A mi me están apuntando y diciéndome violador sin contar a demás personas inocentes y en si a todo el pueblo masculino, que quieres que me ría de eso?","primero estoy segundo de lo que soy 
segundo que carajos tiene que ver a mi me están apuntando y diciéndome violador sin contar a demás personas inocentes y en si a todo el pueblo masculino que quieres que me ría de eso","Primero segundo Segundo carajos ver? A apuntando diciéndome violador contar demás personas inocentes pueblo masculino, quieres ría eso?",El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
